Word,Count
android:dropDownHorizontalOffset}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#windowActionBarOverlay},1
com.example.randy.sample:windowFixedHeightMajor}</code></td><td></td></tr>,1
initial,1
android:layout_marginEnd,1
com.example.randy.sample:collapseIcon}</code></td><td></td></tr>,1
com.example.randy.sample:actionDropDownStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#backgroundTint},1
com.example.randy.sample.R.attr#navigationContentDescription},1
<tr><td>actionUnspecified</td><td>0</td><td></td></tr>,1
represents,1
android.R.attr#rotationX},1
com.example.randy.sample:autoSizeTextType,1
com.example.randy.sample:textAppearancePopupMenuHeader}</code></td><td></td></tr>,1
ColorStateListItem,1
com.example.randy.sample.R.attr#actionBarTabStyle},1
com.example.randy.sample:progressBarPadding,1
com.example.randy.sample:buttonPanelSideLayout,1
next,1
com.example.randy.sample:actionProviderClass,1
com.example.randy.sample:theme}</code></td><td></td></tr>,1
com.example.randy.sample:statusBarBackground,1
com.example.randy.sample:buttonStyle,1
android.R.attr#transformPivotY},1
com.example.randy.sample.R.attr#fontProviderCerts},1
<tr><td>textVisiblePassword</td><td>91</td><td></td></tr>,1
com.example.randy.sample.R.attr#titleMarginTop},1
android.R.attr#fontVariationSettings},1
com.example.randy.sample:checkedTextViewStyle,1
android:translationY,1
android.R.attr#numericShortcut},1
com.example.randy.sample:actionModeBackground,1
com.example.randy.sample:dialogCornerRadius,1
com.example.randy.sample.R.attr#titleMarginEnd},1
com.example.randy.sample.R.attr#alertDialogStyle},1
com.example.randy.sample.R.attr#initialActivityCount},1
android:scaleY,1
com.example.randy.sample.R.attr#viewInflaterClass},1
com.example.randy.sample:navigationContentDescription}</code></td><td></td></tr>,1
android:shadowDx}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#theme},1
com.example.randy.sample.R.attr#windowNoTitle},1
com.example.randy.sample:windowFixedWidthMinor}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#drawableSize},1
employeeID){,1
com.example.randy.sample:colorControlNormal,1
com.example.randy.sample:editTextColor}</code></td><td></td></tr>,1
android.R.attr#inputType},1
com.example.randy.sample:toolbarNavigationButtonStyle,1
com.example.randy.sample.R.attr#buttonGravity},1
View,1
android:startColor}</code></td><td></td></tr>,1
com.example.randy.sample:colorPrimaryDark,1
com.example.randy.sample:dividerVertical,1
SwitchCompat,1
com.example.randy.sample:listChoiceBackgroundIndicator,1
com.example.randy.sample.R.attr#popupMenuStyle},1
com.example.randy.sample:singleChoiceItemLayout,1
com.example.randy.sample:thumbTextPadding,1
com.example.randy.sample.R.attr#splitTrack},1
com.example.randy.sample.R.attr#homeLayout},1
com.example.randy.sample:icon,1
com.example.randy.sample:fontProviderCerts,1
com.example.randy.sample:tooltipText}</code></td><td></td></tr>,1
&&,1
\ArrayAdapter(getApplication(),\,1
com.example.randy.sample:buttonBarPositiveButtonStyle}</code></td><td></td></tr>,1
android:centerColor,1
android:layout_marginBottom,1
\answer,\,1
com.example.randy.sample:autoSizePresetSizes,1
com.example.randy.sample:autoSizePresetSizes}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#preserveIconSpacing},1
com.example.randy.sample:arrowHeadLength,1
com.example.randy.sample.R.attr#buttonTintMode},1
android.R.attr#transformPivotX},1
\list,\,1
why,1
still,1
com.example.randy.sample:actionOverflowButtonStyle,1
android:headerBackground,1
android:onClick,1
<tr><td>numberPassword</td><td>12</td><td></td></tr>,1
com.example.randy.sample:content,1
<tr><td>textPostalAddress</td><td>71</td><td></td></tr>,1
com.example.randy.sample.R.attr#closeItemLayout},1
com.example.randy.sample:editTextBackground}</code></td><td></td></tr>,1
android.R.attr#theme},1
<tr><td>textFilter</td><td>b1</td><td></td></tr>,1
com.example.randy.sample.R.attr#actionModePasteDrawable},1
android:elevation,1
com.example.randy.sample:fontVariationSettings,1
com.example.randy.sample.R.attr#listPreferredItemHeightSmall},1
com.example.randy.sample:actionModeCloseDrawable}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#listPopupWindowStyle},1
com.example.randy.sample:actionBarTabStyle}</code></td><td></td></tr>,1
com.example.randy.sample:actionModePasteDrawable}</code></td><td></td></tr>,1
display,1
com.example.randy.sample:selectableItemBackgroundBorderless,1
android.R.attr#checked},1
certain,1
view,1
com.example.randy.sample.R.attr#windowFixedWidthMajor},1
com.example.randy.sample.R.attr#overlapAnchor},1
<tr><td>datetime</td><td>4</td><td></td></tr>,1
com.example.randy.sample:fontVariationSettings}</code></td><td></td></tr>,1
com.example.randy.sample:fontWeight,1
com.example.randy.sample.R.attr#switchMinWidth},1
android:inflatedId,1
com.example.randy.sample:autoSizeMinTextSize,1
inserting,1
notifications,1
android:endColor,1
com.example.randy.sample:homeLayout,1
com.example.randy.sample:defaultQueryHint}</code></td><td></td></tr>,1
taskArray.add(headerRow);,1
com.example.randy.sample:iconTintMode}</code></td><td></td></tr>,1
com.example.randy.sample:color}</code></td><td></td></tr>,1
com.example.randy.sample:spinnerDropDownItemStyle,1
test,1
android.R.attr#drawableRight},1
<tr><td>textWebEditText</td><td>a1</td><td></td></tr>,1
android:shadowRadius,1
com.example.randy.sample:commitIcon,1
com.example.randy.sample:alertDialogStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#arrowShaftLength},1
com.example.randy.sample:thumbTintMode}</code></td><td></td></tr>,1
except,1
com.example.randy.sample:panelBackground}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#progressBarStyle},1
sunday,1
android:type,1
android.R.attr#onClick},1
com.example.randy.sample:actionModeWebSearchDrawable,1
com.example.randy.sample:listDividerAlertDialog,1
com.example.randy.sample.R.attr#showTitle},1
android:title,1
com.example.randy.sample:textAppearanceListItemSecondary,1
com.example.randy.sample.R.attr#suggestionRowLayout},1
<tr><td>textPersonName</td><td>61</td><td></td></tr>,1
android:textStyle,1
com.example.randy.sample:actionBarSize}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#showAsAction},1
them,1
com.example.randy.sample:dialogTheme}</code></td><td></td></tr>,1
android:typeface,1
ConstraintSet,1
com.example.randy.sample:listItemLayout}</code></td><td></td></tr>,1
com.example.randy.sample:buttonBarStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#dialogCornerRadius},1
android:fontVariationSettings}</code></td><td></td></tr>,1
rounding,1
AppCompatTextView,1
PayLogs.getString(2)+,1
android:translationZ,1
android:startX}</code></td><td></td></tr>,1
ActionMode,1
android:layout_weight,1
android:dropDownVerticalOffset}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#listMenuViewStyle},1
android.R.attr#translationZ},1
com.example.randy.sample:checkboxStyle,1
logInBuilder,1
com.example.randy.sample.R.attr#colorControlActivated},1
com.example.randy.sample:ratingBarStyleIndicator}</code></td><td></td></tr>,1
android.R.attr#src},1
\R.layout.customlistview,\,1
android:horizontalDivider}</code></td><td></td></tr>,1
calculating,1
android.R.attr#visibility},1
android:rotationX,1
com.example.randy.sample:tooltipFrameBackground}</code></td><td></td></tr>,1
android:baselineAligned}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#windowFixedWidthMinor},1
WORKS,1
listView,1
android.R.attr#layout_marginEnd},1
android:drawableRight}</code></td><td></td></tr>,1
<tr><td>sweep</td><td>2</td><td></td></tr>,1
DrawerArrowToggle,1
android:itemIconDisabledAlpha,1
RecycleListView,1
com.example.randy.sample:backgroundStacked,1
com.example.randy.sample.R.attr#arrowHeadLength},1
com.example.randy.sample:layout_insetEdge,1
seens,1
com.example.randy.sample:colorButtonNormal,1
<tr><td>mirror</td><td>2</td><td></td></tr>,1
android.R.attr#centerColor},1
com.example.randy.sample.R.attr#switchPadding},1
android:checked,1
android.R.attr#ttcIndex},1
android:drawableStart,1
com.example.randy.sample:textAppearancePopupMenuHeader,1
hoursWorked,1
com.example.randy.sample.R.attr#editTextBackground},1
com.example.randy.sample.R.attr#navigationIcon},1
<tr><td>actionNone</td><td>1</td><td></td></tr>,1
com.example.randy.sample.R.attr#selectableItemBackgroundBorderless},1
com.example.randy.sample:buttonTint,1
com.example.randy.sample.R.attr#layout_optimizationLevel},1
com.example.randy.sample.R.attr#colorBackgroundFloating},1
com.example.randy.sample:srcCompat,1
com.example.randy.sample:itemPadding}</code></td><td></td></tr>,1
<tr><td>textNoSuggestions</td><td>80001</td><td></td></tr>,1
com.example.randy.sample.R.attr#actionModeSelectAllDrawable},1
com.example.randy.sample.R.attr#actionBarSplitStyle},1
com.example.randy.sample.R.attr#paddingBottomNoButtons},1
android.R.attr#baselineAlignedChildIndex},1
com.example.randy.sample.R.attr#dialogTheme},1
com.example.randy.sample.R.attr#actionOverflowMenuStyle},1
com.example.randy.sample.R.attr#listItemLayout},1
android.R.attr#offset},1
com.example.randy.sample:titleTextAppearance}</code></td><td></td></tr>,1
string\,1
android:transformPivotX,1
com.example.randy.sample:backgroundTint}</code></td><td></td></tr>,1
com.example.randy.sample:actionModeStyle,1
com.example.randy.sample.R.attr#seekBarStyle},1
com.example.randy.sample:textAppearanceListItem,1
<tr><td>textPassword</td><td>81</td><td></td></tr>,1
com.example.randy.sample:overlapAnchor,1
android.R.attr#endY},1
com.example.randy.sample:selectableItemBackgroundBorderless}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#textAppearanceLargePopupMenu},1
AnimatedStateListDrawableItem,1
<tr><td>text</td><td>1</td><td></td></tr>,1
com.example.randy.sample:textAppearanceSearchResultTitle}</code></td><td></td></tr>,1
android:weightSum,1
com.example.randy.sample:textAppearanceSearchResultSubtitle}</code></td><td></td></tr>,1
com.example.randy.sample:switchStyle,1
com.example.randy.sample:borderlessButtonStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#indeterminateProgressStyle},1
android.R.attr#textOn},1
com.example.randy.sample:titleTextColor,1
com.example.randy.sample:firstBaselineToTopHeight,1
com.example.randy.sample:titleMarginTop,1
back,1
SearchView,1
com.example.randy.sample:ratingBarStyle,1
com.example.randy.sample.R.attr#commitIcon},1
android:fontWeight}</code></td><td></td></tr>,1
com.example.randy.sample:titleMargins}</code></td><td></td></tr>,1
android:translationX,1
android:scaleX,1
startdate,1
com.example.randy.sample:alertDialogButtonGroupStyle,1
com.example.randy.sample:tooltipFrameBackground,1
elements,1
<tr><td>serif</td><td>2</td><td></td></tr>,1
com.example.randy.sample.R.attr#hideOnContentScroll},1
working,1
android.R.attr#popupAnimationStyle},1
com.example.randy.sample:tickMark}</code></td><td></td></tr>,1
com.example.randy.sample:actionMenuTextColor}</code></td><td></td></tr>,1
com.example.randy.sample:actionBarTheme,1
com.example.randy.sample.R.attr#autoSizeStepGranularity},1
ListView,1
com.example.randy.sample:fontProviderPackage}</code></td><td></td></tr>,1
android:dropDownWidth}</code></td><td></td></tr>,1
<tr><td>flagNoAccessoryAction</td><td>20000000</td><td></td></tr>,1
<tr><td>bold</td><td>1</td><td></td></tr>,1
android:dropDownWidth,1
com.example.randy.sample:viewInflaterClass,1
com.example.randy.sample:listLayout}</code></td><td></td></tr>,1
com.example.randy.sample:drawableSize}</code></td><td></td></tr>,1
ActionBarLayout,1
com.example.randy.sample.R.attr#thumbTextPadding},1
android:prompt}</code></td><td></td></tr>,1
com.example.randy.sample:alphabeticModifiers}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#borderlessButtonStyle},1
background,1
com.example.randy.sample:actionViewClass,1
com.example.randy.sample:barrierDirection,1
com.example.randy.sample:iconTint}</code></td><td></td></tr>,1
thursday,1
com.example.randy.sample:actionModeShareDrawable,1
PopupWindow,1
com.example.randy.sample:actionModeCloseButtonStyle}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#panelBackground},1
com.example.randy.sample:buttonStyleSmall,1
com.example.randy.sample.R.attr#textColorAlertDialogListItem},1
com.example.randy.sample:colorControlHighlight}</code></td><td></td></tr>,1
android:headerBackground}</code></td><td></td></tr>,1
com.example.randy.sample:lastBaselineToBottomHeight}</code></td><td></td></tr>,1
com.example.randy.sample:collapseContentDescription}</code></td><td></td></tr>,1
isnt,1
com.example.randy.sample:paddingEnd,1
TESTING,1
com.example.randy.sample.R.attr#trackTint},1
com.example.randy.sample:popupMenuStyle,1
THESE,1
TABLE_NAME,1
com.example.randy.sample:selectableItemBackground,1
android:textOff,1
com.example.randy.sample.R.attr#ratingBarStyleIndicator},1
com.example.randy.sample:dividerPadding,1
com.example.randy.sample:textAppearanceSmallPopupMenu,1
file,1
com.example.randy.sample:selectableItemBackground}</code></td><td></td></tr>,1
letting,1
android:gradientRadius}</code></td><td></td></tr>,1
Instrumented,1
com.example.randy.sample.R.attr#windowMinWidthMajor},1
com.example.randy.sample.R.attr#font},1
android:textColor}</code></td><td></td></tr>,1
android:button}</code></td><td></td></tr>,1
android.R.attr#itemBackground},1
ViewBackgroundHelper,1
com.example.randy.sample:tickMark,1
com.example.randy.sample:textAppearanceListItem}</code></td><td></td></tr>,1
com.example.randy.sample:popupMenuStyle}</code></td><td></td></tr>,1
com.example.randy.sample:constraint_referenced_ids}</code></td><td></td></tr>,1
com.example.randy.sample:actionModeSelectAllDrawable,1
sending,1
com.example.randy.sample.R.attr#editTextColor},1
com.example.randy.sample:barrierDirection}</code></td><td></td></tr>,1
com.example.randy.sample:layout_anchor,1
<tr><td>linear</td><td>0</td><td></td></tr>,1
com.example.randy.sample.R.attr#alertDialogButtonGroupStyle},1
com.example.randy.sample.R.attr#maxButtonHeight},1
coloring,1
android:numericShortcut}</code></td><td></td></tr>,1
com.example.randy.sample:gapBetweenBars}</code></td><td></td></tr>,1
clockOutButton,1
com.example.randy.sample:actionModeWebSearchDrawable}</code></td><td></td></tr>,1
com.example.randy.sample:expandActivityOverflowButtonDrawable,1
com.example.randy.sample.R.attr#layout},1
android.R.attr#itemIconDisabledAlpha},1
android:onClick}</code></td><td></td></tr>,1
com.example.randy.sample:emptyVisibility}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#actionBarWidgetTheme},1
//getting,1
<tr><td>actionDone</td><td>6</td><td></td></tr>,1
android:reversible,1
com.example.randy.sample:allowStacking}</code></td><td></td></tr>,1
CompoundButton,1
android:font,1
com.example.randy.sample:listChoiceBackgroundIndicator}</code></td><td></td></tr>,1
com.example.randy.sample:buttonBarNeutralButtonStyle}</code></td><td></td></tr>,1
unread,1
stays,1
com.example.randy.sample.R.attr#actionMenuTextAppearance},1
com.example.randy.sample:queryHint}</code></td><td></td></tr>,1
android:textColor,1
com.example.randy.sample:textColorSearchUrl}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#tickMarkTintMode},1
android.R.attr#prompt},1
com.example.randy.sample:listPreferredItemPaddingLeft}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#defaultQueryHint},1
com.example.randy.sample.R.attr#autoSizeMinTextSize},1
\today.add(Calendar.DAY_OF_YEAR,\,1
\task,\,1
\Task"\;\,1
android:itemBackground}</code></td><td></td></tr>,1
com.example.randy.sample:layout_dodgeInsetEdges,1
com.example.randy.sample:windowNoTitle}</code></td><td></td></tr>,1
com.example.randy.sample:goIcon,1
com.example.randy.sample.R.attr#ratingBarStyleSmall},1
android:theme}</code></td><td></td></tr>,1
com.example.randy.sample:voiceIcon}</code></td><td></td></tr>,1
com.example.randy.sample:navigationContentDescription,1
AppCompatSeekBar,1
com.example.randy.sample.R.attr#titleMargin},1
android:reversible}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#queryHint},1
variable,1
android:layout_marginRight}</code></td><td></td></tr>,1
android:visibility,1
com.example.randy.sample:actionModeBackground}</code></td><td></td></tr>,1
put,1
android:itemIconDisabledAlpha}</code></td><td></td></tr>,1
com.example.randy.sample:alertDialogCenterButtons}</code></td><td></td></tr>,1
com.example.randy.sample:commitIcon}</code></td><td></td></tr>,1
many,1
com.example.randy.sample:trackTintMode,1
com.example.randy.sample:fontStyle,1
today's,1
com.example.randy.sample:initialActivityCount}</code></td><td></td></tr>,1
com.example.randy.sample:listLayout,1
earned,1
com.example.randy.sample.R.attr#color},1
com.example.randy.sample.R.attr#colorError},1
com.example.randy.sample:tooltipText,1
android.R.attr#textColorLink},1
<tr><td>repeat</td><td>1</td><td></td></tr>,1
com.example.randy.sample:editTextStyle,1
com.example.randy.sample:queryBackground}</code></td><td></td></tr>,1
com.example.randy.sample:ttcIndex}</code></td><td></td></tr>,1
row,1
com.example.randy.sample:buttonBarButtonStyle}</code></td><td></td></tr>,1
com.example.randy.sample:splitTrack,1
android:itemBackground,1
com.example.randy.sample:popupWindowStyle,1
com.example.randy.sample:dividerHorizontal,1
android.R.attr#button},1
com.example.randy.sample:submitBackground}</code></td><td></td></tr>,1
#ActionBarLayout},1
com.example.randy.sample:closeItemLayout}</code></td><td></td></tr>,1
com.example.randy.sample:navigationMode,1
com.example.randy.sample:layout_anchor}</code></td><td></td></tr>,1
com.example.randy.sample:theme,1
com.example.randy.sample:tintMode,1
android:baselineAlignedChildIndex}</code></td><td></td></tr>,1
android:translationZ}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#alertDialogCenterButtons},1
android.R.attr#alphabeticShortcut},1
FontFamilyFont,1
this,1
com.example.randy.sample:subtitleTextAppearance}</code></td><td></td></tr>,1
com.example.randy.sample:thumbTint}</code></td><td></td></tr>,1
AnimatedStateListDrawableTransition,1
android.R.attr#textOff},1
com.example.randy.sample:actionBarWidgetTheme,1
com.example.randy.sample:actionModeCloseDrawable,1
com.example.randy.sample:windowActionModeOverlay}</code></td><td></td></tr>,1
com.example.randy.sample:textAppearanceListItemSecondary}</code></td><td></td></tr>,1
GradientColor,1
Context,1
com.example.randy.sample.R.attr#actionModeCloseDrawable},1
android:translationY}</code></td><td></td></tr>,1
com.example.randy.sample:backgroundStacked}</code></td><td></td></tr>,1
com.example.randy.sample:fontProviderQuery,1
com.example.randy.sample:buttonStyle}</code></td><td></td></tr>,1
com.example.randy.sample:switchPadding,1
com.example.randy.sample.R.attr#customNavigationLayout},1
com.example.randy.sample:arrowShaftLength,1
com.example.randy.sample.R.attr#titleTextAppearance},1
com.example.randy.sample:voiceIcon,1
com.example.randy.sample:actionModeCopyDrawable,1
com.example.randy.sample.R.attr#dividerHorizontal},1
android:fontVariationSettings,1
android:src,1
2);,1
com.example.randy.sample:panelMenuListTheme}</code></td><td></td></tr>,1
com.example.randy.sample:layout_keyline}</code></td><td></td></tr>,1
com.example.randy.sample:windowFixedWidthMinor,1
android.R.attr#centerX},1
set,1
admin,1
com.example.randy.sample:thickness,1
insert,1
android:layout_marginStart}</code></td><td></td></tr>,1
com.example.randy.sample:displayOptions}</code></td><td></td></tr>,1
com.example.randy.sample:showAsAction,1
<tr><td>textImeMultiLine</td><td>40001</td><td></td></tr>,1
com.example.randy.sample:ratingBarStyleIndicator,1
com.example.randy.sample:backgroundTint,1
android:titleCondensed}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#textAppearanceSmallPopupMenu},1
com.example.randy.sample:showAsAction}</code></td><td></td></tr>,1
AppCompatImageView,1
android:textColorLink,1
android.R.attr#shadowColor},1
<tr><td>actionNext</td><td>5</td><td></td></tr>,1
android:layout_marginLeft}</code></td><td></td></tr>,1
com.example.randy.sample:panelBackground,1
com.example.randy.sample:actionMenuTextColor,1
hours,1
com.example.randy.sample.R.attr#measureWithLargestChild},1
Hours_Worked,1
com.example.randy.sample:actionBarWidgetTheme}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#subtitleTextColor},1
confirming,1
3600000;,1
tasksWithInfo.getString(0));,1
android.R.attr#tileMode},1
com.example.randy.sample.R.attr#layout_anchor},1
com.example.randy.sample:switchMinWidth,1
com.example.randy.sample:dropdownListPreferredItemHeight}</code></td><td></td></tr>,1
com.example.randy.sample:switchPadding}</code></td><td></td></tr>,1
com.example.randy.sample:paddingTopNoTitle,1
MenuItem,1
<tr><td>numberDecimal</td><td>2002</td><td></td></tr>,1
\time,\,1
com.example.randy.sample:layout_optimizationLevel}</code></td><td></td></tr>,1
com.example.randy.sample.R.attr#switchTextAppearance},1
android:layout_marginStart,1
com.example.randy.sample.R.attr#switchStyle},1
com.example.randy.sample:textAppearanceListItemSmall}</code></td><td></td></tr>,1
com.example.randy.sample:actionOverflowMenuStyle,1
employes,1
<tr><td>actionGo</td><td>2</td><td></td></tr>,1
until,1
<tr><td>textEmailAddress</td><td>21</td><td></td></tr>,1
payArray.add(PayLogs.getString(0),1
com.example.randy.sample:listPreferredItemPaddingRight,1
com.example.randy.sample:listDividerAlertDialog}</code></td><td></td></tr>,1
com.example.randy.sample:actionBarTabBarStyle}</code></td><td></td></tr>,1
com.example.randy.sample:buttonBarNeutralButtonStyle,1
com.example.randy.sample:layout_behavior,1
assignment,1
<tr><td>date</td><td>14</td><td></td></tr>,1
com.example.randy.sample:tickMarkTint}</code></td><td></td></tr>,1
updated,1
<tr><td>actionSend</td><td>4</td><td></td></tr>,1
com.example.randy.sample.R.attr#displayOptions},1
android.R.attr#fontFamily},1
while,1
com.example.randy.sample:iconifiedByDefault}</code></td><td></td></tr>,1
android:inputType}</code></td><td></td></tr>,1
\myDB,\,1
wage,1
com.example.randy.sample.R.attr#icon},1
com.example.randy.sample:editTextColor,1
com.example.randy.sample:dropDownListViewStyle}</code></td><td></td></tr>,1
<tr><td>flagNoEnterAction</td><td>40000000</td><td></td></tr>,1
com.example.randy.sample:actionBarDivider}</code></td><td></td></tr>,1
PopupWindowBackgroundState,1
